day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
0,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,104,150,18,54,3,8,11,54,1,1,4,39,0,7,12,36,0,6,18,54,3,8,11,54,1,1,-4800,0,96,0,0,96,0,0,0
1,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,32,0,0,0,0,0,0,0,0,0,2,10,2,3,1,9,0,5,18,54,3,0,11,54,1,1,-1600,0,32,0,0,32,0,0,0
2,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,71,8,1,4,0,0,1,2,0,0,7,28,2,4,2,26,0,2,19,58,3,0,12,56,1,1,-3550,0,71,0,0,71,0,0,0
3,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,56,0,0,0,0,0,0,0,0,0,5,23,0,1,10,16,0,1,19,58,3,0,12,56,1,1,-2800,0,56,0,0,56,0,0,0
4,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,52,0,0,0,0,0,0,0,0,0,6,20,0,7,2,13,2,2,19,58,3,0,12,56,1,1,-9984,0,52,0,7384,52,0,0,0
5,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,26,142,26,49,0,10,10,45,0,2,0,7,1,0,4,9,0,5,27,53,0,10,11,47,0,2,-833,0,16,3,0,19,0,0,0
6,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,34,0,0,0,0,0,0,0,0,0,0,14,0,2,2,13,0,3,27,53,0,0,11,47,0,2,-1972,0,34,0,272,34,0,0,0
7,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,40,18,3,7,0,0,4,3,1,0,5,10,0,2,7,15,0,1,29,56,0,0,14,48,1,2,-2000,0,40,0,0,40,0,0,0
8,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,61,0,0,0,0,0,0,0,0,0,2,14,2,8,8,23,0,4,29,56,0,0,14,48,1,2,-3050,0,61,0,0,61,0,0,0
9,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,45,0,0,0,0,0,0,0,0,0,2,19,0,2,0,22,0,0,29,56,0,0,14,48,1,2,-8190,0,45,0,5940,45,0,0,0
10,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,58,132,18,48,3,6,7,46,0,4,4,21,0,5,7,21,0,0,21,55,3,6,11,49,1,4,-2600,0,52,0,0,52,0,0,0
11,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,34,0,0,0,0,0,0,0,0,0,3,15,0,2,4,8,2,0,21,55,3,0,11,49,1,4,-2312,0,34,0,612,34,0,0,0
12,True,reg_19,request_scratch,cau100_afr0_asi0_19,regional_19,50,150,912,70,0,1,0.01,0,0.001,0.98,50,18,24,4,4,0,1,3,12,0,0,0,8,0,1,0,9,0,0,22,52,3,1,10,58,0,4,-850,0,17,0,0,17,0,0,0
