day,logged,location,model name,supply scenario,demand scenario,avg daily demand,inventory size,test days,init days,epsilon start,epsilon decay,epsilon min,epsilon current,learning rate,gamma,batch size,num units requested,num supplied products,num supplied O-,num supplied O+,num supplied B-,num supplied B+,num supplied A-,num supplied A+,num supplied AB-,num supplied AB+,num requests O-,num requests O+,num requests B-,num requests B+,num requests A-,num requests A+,num requests AB-,num requests AB+,num O- in inventory,num O+ in inventory,num B- in inventory,num B+ in inventory,num A- in inventory,num A+ in inventory,num AB- in inventory,num AB+ in inventory,reward,day loss,issued but nonexistent,issued but discarded,num outdates,num shortages,num mismatches A,num mismatches B,num mismatches D
10,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,80,101,11,44,3,2,9,31,0,1,2,23,4,15,3,29,2,2,16,61,3,4,9,42,0,1,-3622,0.0,72,2,0,74,0,0,0
11,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,42,0,0,0,0,0,0,0,0,0,1,13,0,3,8,14,0,3,16,60,1,2,7,42,0,0,-2835,0.0,40,0,835,40,0,0,0
12,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,31,43,3,21,1,1,7,8,0,2,1,10,0,0,5,15,0,0,15,73,2,2,14,42,0,2,-1361,0.0,27,1,0,28,0,0,0
13,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,48,0,0,0,0,0,0,0,0,0,2,24,0,4,3,13,0,2,14,72,2,2,14,42,0,0,-2475,0.0,41,1,414,42,0,0,0
14,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,51,18,3,8,0,2,1,4,0,0,0,18,0,4,4,20,0,5,17,73,1,2,14,43,0,0,-6873,0.0,46,0,4573,46,0,0,0
15,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,54,74,9,32,2,3,8,18,0,2,1,24,0,9,2,18,0,0,15,61,3,5,16,30,0,2,-2400,0.0,48,0,0,48,0,0,0
16,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,51,0,0,0,0,0,0,0,0,0,2,20,2,0,3,20,0,4,11,61,3,5,16,30,0,0,-4184,0.0,48,0,1784,48,0,0,0
17,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,60,61,8,13,1,8,7,23,0,1,8,14,0,4,6,26,0,2,19,53,3,13,16,45,0,1,-2800,0.0,56,0,0,56,0,0,0
18,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,54,0,0,0,0,0,0,0,0,0,2,19,0,4,6,22,0,1,18,51,3,13,16,45,0,0,-3125,0.0,49,0,675,49,0,0,0
19,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,21,21,4,7,0,1,2,7,0,0,2,5,0,0,7,6,1,0,21,52,2,12,15,48,0,0,-2358,0.0,19,0,1408,19,0,0,0
20,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,22,48,8,18,2,2,2,13,0,3,0,10,0,3,0,7,0,2,20,38,3,11,11,43,0,3,-850,0.0,17,0,0,17,0,0,0
21,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,39,0,0,0,0,0,0,0,0,0,0,10,3,4,3,15,2,2,20,37,2,11,11,43,0,0,-3946,0.0,35,1,2185,36,0,0,0
22,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,56,84,14,36,1,1,9,22,0,1,6,11,0,4,2,32,0,1,26,61,3,4,13,42,0,1,-2750,0.0,55,0,0,55,0,0,0
23,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,80,0,0,0,0,0,0,0,0,0,9,24,2,8,2,30,1,4,26,61,3,4,13,42,0,0,-5154,0.0,73,3,1471,76,0,0,0
24,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,82,23,2,8,1,2,2,6,1,1,6,28,0,7,4,34,0,3,24,62,3,5,13,41,1,1,-6907,0.0,73,0,3257,73,0,0,0
25,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,52,23,3,10,0,3,0,7,0,0,6,28,0,0,3,15,0,0,19,54,2,6,11,35,1,0,-2350,0.0,47,0,0,47,0,0,0
26,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,14,4,0,1,0,1,0,2,0,0,4,5,0,0,0,5,0,0,19,54,1,6,10,36,1,0,-1689,0.0,12,0,1089,12,0,0,0
27,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,20,98,19,29,2,5,4,37,1,1,2,10,0,1,0,7,0,0,24,48,3,11,6,52,1,1,-950,0.0,19,0,0,19,0,0,0
28,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,53,0,0,0,0,0,0,0,0,0,4,16,0,5,3,18,0,7,24,48,3,11,6,52,1,0,-3658,0.0,51,1,1097,52,0,0,0
29,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,43,27,2,6,0,3,2,14,0,0,4,18,2,4,5,9,0,1,24,46,2,12,6,60,0,0,-2995,0.0,41,1,934,42,0,0,0
30,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,45,0,0,0,0,0,0,0,0,0,2,21,0,1,0,21,0,0,21,36,2,9,6,53,0,0,-1842,0.0,35,2,70,37,0,0,0
31,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,58,34,6,10,0,2,3,13,0,0,4,9,2,1,8,31,3,0,26,43,0,8,9,64,0,0,-7669,0.0,53,1,5008,54,0,0,0
32,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,77,55,11,21,1,2,1,19,0,0,5,37,1,3,2,28,0,1,19,37,1,7,6,46,0,0,-3750,0.0,75,0,0,75,0,0,0
33,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,36,0,0,0,0,0,0,0,0,0,4,11,2,5,3,11,0,0,19,37,0,7,5,46,0,0,-2676,0.0,35,1,915,36,0,0,0
34,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,16,62,12,27,2,2,6,13,0,0,1,7,0,1,0,7,0,0,29,58,2,6,10,45,0,0,-800,0.0,16,0,0,16,0,0,0
35,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,51,0,0,0,0,0,0,0,0,0,6,16,0,2,4,17,2,4,29,58,2,6,10,45,0,0,-4004,0.0,47,1,1643,48,0,0,0
36,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,103,34,5,13,0,1,2,11,1,1,8,38,1,9,12,34,0,1,28,61,2,5,9,43,1,1,-9889,0.0,93,0,5239,93,0,0,0
37,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,99,25,4,9,1,1,2,8,0,0,10,41,0,4,9,35,0,0,21,49,1,4,9,32,1,0,-4661,0.0,93,1,0,94,0,0,0
38,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,75,15,7,2,0,1,2,3,0,0,2,32,0,4,4,32,0,1,27,51,0,4,11,33,0,0,-7632,0.0,72,0,4032,72,0,0,0
39,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,51,64,10,19,0,4,5,25,1,0,8,14,0,0,4,23,0,2,26,43,0,7,11,47,1,0,-2500,0.0,50,0,0,50,0,0,0
40,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,29,0,0,0,0,0,0,0,0,0,3,11,0,0,0,15,0,0,26,43,0,7,11,47,0,0,-2197,0.0,26,0,897,26,0,0,0
41,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,27,48,9,17,2,3,4,12,0,1,3,5,0,2,4,11,0,2,30,47,2,9,13,48,0,1,-1891,0.0,25,0,641,25,0,0,0
42,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,32,0,0,0,0,0,0,0,0,0,0,18,0,3,1,10,0,0,26,38,2,8,11,40,0,0,-1922,0.0,29,1,461,30,0,0,0
43,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,70,41,2,17,0,5,4,13,0,0,5,17,2,5,11,27,0,3,21,53,1,12,13,50,0,0,-7648,0.0,66,2,4326,68,0,0,0
44,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,68,23,2,10,0,0,2,8,1,0,7,28,1,1,7,20,0,4,13,44,0,8,10,33,1,0,-3350,0.0,67,0,0,67,0,0,0
45,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,84,19,5,3,0,0,1,9,0,1,6,24,2,9,7,36,0,0,17,47,0,8,11,42,1,1,-7475,0.0,78,1,3564,79,0,0,0
46,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,38,51,8,20,2,3,3,15,0,0,1,23,0,1,0,13,0,0,17,50,2,8,10,45,0,0,-1650,0.0,33,0,0,33,0,0,0
47,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,26,0,0,0,0,0,0,0,0,0,4,7,0,1,1,13,0,0,16,49,2,6,9,45,0,0,-2130,0.0,24,0,930,24,0,0,0
48,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,24,60,16,21,0,2,3,18,0,0,3,16,0,2,2,1,0,0,31,54,1,5,9,50,0,0,-1500,0.0,20,0,500,20,0,0,0
49,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,52,0,0,0,0,0,0,0,0,0,10,14,2,4,2,20,0,0,29,44,0,4,7,42,0,0,-3374,0.0,50,0,874,50,0,0,0
50,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,74,42,12,13,1,0,4,12,0,0,2,24,3,5,12,24,4,0,36,54,1,4,10,45,0,0,-6772,0.0,67,3,3389,70,0,0,0
51,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,61,10,3,3,0,1,0,3,0,0,2,22,0,4,10,23,0,0,31,37,0,1,7,33,0,0,-2961,0.0,59,1,0,60,0,0,0
52,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,60,33,6,14,1,1,0,10,0,1,4,15,0,6,5,28,0,2,37,51,1,2,6,42,0,1,-5967,0.0,54,1,3256,55,0,0,0
53,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,36,38,6,10,1,4,3,14,0,0,2,12,0,0,2,17,0,3,27,40,1,5,7,39,0,0,-1711,0.0,34,1,0,35,0,0,0
54,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,32,0,0,0,0,0,0,0,0,0,3,9,0,0,4,16,0,0,27,39,1,5,7,38,0,0,-2768,0.0,31,0,1218,31,0,0,0
55,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,20,72,11,25,2,4,4,24,0,2,2,6,0,0,0,12,0,0,26,52,3,9,7,51,0,2,-1041,0.0,17,1,180,18,0,0,0
56,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,22,0,0,0,0,0,0,0,0,0,3,2,0,4,0,13,0,0,23,49,2,9,7,48,0,0,-1782,0.0,22,0,682,22,0,0,0
57,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,32,43,6,18,0,6,2,11,0,0,1,12,1,4,2,8,1,3,23,53,2,14,9,49,0,0,-2657,0.0,30,1,1146,31,0,0,0
58,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,54,0,0,0,0,0,0,0,0,0,6,21,2,0,0,24,0,1,17,43,2,10,6,35,0,0,-2600,0.0,52,0,0,52,0,0,0
59,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,24,39,6,12,1,1,3,14,1,1,3,8,0,0,5,6,0,2,23,55,3,11,8,48,1,1,-2661,0.0,21,0,1611,21,0,0,0
60,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,43,31,3,10,3,2,4,8,0,1,0,21,0,2,4,16,0,0,15,40,4,9,9,33,1,1,-1961,0.0,39,1,0,40,0,0,0
61,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,18,12,1,5,0,0,2,4,0,0,0,4,0,0,2,10,2,0,14,45,4,8,11,37,1,0,-1492,0.0,16,0,692,16,0,0,0
62,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,31,58,8,23,2,3,1,20,0,1,1,11,0,0,0,13,2,4,18,50,6,6,10,46,1,1,-1461,0.0,29,1,0,30,0,0,0
63,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,59,0,0,0,0,0,0,0,0,0,3,23,0,7,2,19,1,4,18,50,5,6,10,46,1,0,-4851,0.0,55,2,2079,57,0,0,0
64,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,60,52,6,25,0,3,2,15,1,0,3,32,0,4,3,16,0,2,18,63,4,8,9,47,1,0,-4298,0.0,54,1,1587,55,0,0,0
65,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,55,0,0,0,0,0,0,0,0,0,6,18,0,2,6,21,0,2,15,53,2,6,5,39,0,0,-3047,0.0,50,0,547,50,0,0,0
66,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,31,43,7,10,0,4,7,15,0,0,2,11,0,0,5,13,0,0,21,58,1,10,10,50,0,0,-3082,0.0,28,0,1682,28,0,0,0
67,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,57,13,3,5,0,0,0,4,0,1,0,26,0,4,6,18,0,3,16,40,0,7,9,34,0,1,-2761,0.0,55,1,0,56,0,0,0
68,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,17,33,6,10,2,1,3,11,0,0,3,8,2,2,0,2,0,0,22,50,2,7,12,45,0,0,-1637,0.0,16,0,837,16,0,0,0
69,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,32,29,6,10,0,8,0,5,0,0,2,5,0,0,2,22,1,0,22,35,2,13,10,35,0,0,-1450,0.0,29,0,0,29,0,0,0
70,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,43,7,1,4,0,1,0,1,0,0,2,14,0,3,0,19,0,5,21,39,2,14,9,36,0,0,-3870,0.0,43,0,1720,43,0,0,0
71,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,44,62,5,21,2,5,6,22,1,0,0,19,0,3,7,15,0,0,21,50,4,15,9,43,1,0,-2580,4722.60009765625,42,1,469,43,0,0,0
72,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,50,0,0,0,0,0,0,0,0,0,6,8,0,6,5,21,0,4,18,45,4,15,9,39,1,0,-3873,6592.73681640625,46,1,1562,47,0,0,0
73,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,69,52,12,22,0,1,3,14,0,0,1,25,2,6,5,30,0,0,24,57,2,15,9,42,1,0,-4850,10763.341796875,60,2,1828,62,0,0,0
74,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,65,0,0,0,0,0,0,0,0,0,3,23,2,6,0,31,0,0,18,47,1,7,8,37,0,0,-3256,7574.4375,58,1,345,59,0,0,0
75,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,53,41,7,11,0,2,2,18,0,1,3,17,2,2,2,23,0,4,24,54,1,8,8,54,0,1,-5366,7648.23974609375,48,1,2955,49,0,0,0
76,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,25,18,3,9,0,2,1,3,0,0,3,9,0,0,0,8,0,5,22,42,0,5,6,35,0,0,-1200,4279.2529296875,24,0,0,24,0,0,0
77,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,16,23,2,7,0,0,3,11,0,0,0,8,0,0,2,3,2,1,24,48,0,5,9,46,0,0,-1551,6910.59814453125,15,0,801,15,0,0,0
78,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,53,46,5,23,0,2,1,15,0,0,2,22,0,3,1,23,0,2,17,50,0,6,7,47,0,0,-2650,2888.73046875,53,0,0,53,0,0,0
79,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,37,0,0,0,0,0,0,0,0,0,6,15,5,0,0,9,2,0,17,50,0,6,7,47,0,0,-3330,3119.2822265625,37,0,1480,37,0,0,0
80,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,45,63,11,24,0,4,7,15,0,2,2,17,1,2,5,18,0,0,21,63,0,8,12,44,0,2,-2895,4755.3681640625,42,1,784,43,0,0,0
81,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,48,0,0,0,0,0,0,0,0,0,2,21,2,1,6,13,0,3,18,54,0,6,11,41,0,0,-3037,4069.82080078125,42,0,937,42,0,0,0
82,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,31,43,12,18,1,1,3,6,2,0,1,12,0,7,2,7,0,2,28,65,1,7,11,36,2,0,-2596,1482.47314453125,25,1,1335,26,0,0,0
83,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,17,7,1,2,0,1,0,3,0,0,0,9,2,3,0,1,0,2,24,44,0,6,10,24,1,0,-800,2422.294677734375,16,0,0,16,0,0,0
84,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,52,35,5,14,0,4,3,9,0,0,6,18,1,8,5,11,0,3,29,57,0,10,13,33,1,0,-5446,2416.227783203125,48,0,3046,48,0,0,0
85,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,48,33,2,15,0,2,3,9,2,0,4,18,2,1,3,20,0,0,20,49,0,8,9,27,2,0,-2350,1651.203369140625,47,0,0,47,0,0,0
86,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,50,3,0,3,0,0,0,0,0,0,0,18,0,8,1,18,0,5,20,52,0,7,9,27,2,0,-4310,911.0087280273438,47,1,1949,48,0,0,0
87,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,70,71,8,28,1,5,3,24,0,2,9,15,0,4,4,32,2,4,16,62,1,11,9,45,1,2,-3394,1727.349365234375,62,1,283,63,0,0,0
88,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,73,0,0,0,0,0,0,0,0,0,4,33,0,9,8,15,3,1,15,60,1,11,7,42,0,0,-5270,3077.95556640625,64,1,2059,65,0,0,0
89,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,41,48,6,21,2,4,2,13,0,0,4,15,3,2,2,15,0,0,16,67,3,11,7,46,0,0,-3073,1556.0484619140625,37,1,1212,38,0,0,0
90,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,33,0,0,0,0,0,0,0,0,0,0,5,0,2,0,26,0,0,14,52,1,9,5,37,0,0,-1649,1941.216796875,31,0,99,31,0,0,0
91,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,61,37,3,10,0,3,5,15,1,0,3,30,0,2,5,21,0,0,15,59,1,12,10,52,1,0,-6522,1769.5977783203125,54,1,3811,55,0,0,0
92,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,76,31,4,12,0,1,2,12,0,0,7,35,2,1,6,23,0,2,13,43,1,8,9,40,0,0,-3600,2084.199462890625,72,0,0,72,0,0,0
93,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,76,9,1,6,0,0,1,0,0,1,9,23,2,3,10,29,0,0,13,48,1,7,9,40,0,1,-5999,1581.205322265625,63,2,2827,65,0,0,0
94,True,reg_6,request_scratch,cau100_afr0_asi0_6,regional_6,50,150,912,70,0,1,0.01,0.1,0.01,0.99,50,60,67,13,28,1,1,6,17,0,1,2,24,0,7,8,19,0,0,21,56,1,5,14,44,0,1,-2800,1508.50439453125,56,0,0,56,0,0,0
